Event,GPS,GPS_valtype,UTC,UTC_valtype,rho,rho_valtype,rho_errp,rho_errm,FAR,FAR_valtype,M1,M1_valtype,M1_errp,M1_errm,M2,M2_valtype,M2_errp,M2_errm,Mchirp,Mchirp_valtype,Mchirp_errp,Mchirp_errm,Mtotal,Mtotal_valtype,Mtotal_errp,Mtotal_errm,chi,chi_valtype,chi_errp,chi_errm,Mfinal,Mfinal_valtype,Mfinal_errp,Mfinal_errm,Mratio,Mratio_valtype,Mratio_errp,Mratio_errm,af,af_valtype,af_errp,af_errm,Erad,Erad_valtype,Erad_errp,Erad_errm,lpeak,lpeak_valtype,lpeak_errp,lpeak_errm,DL,DL_valtype,DL_errp,DL_errm,z,z_valtype,z_errp,z_errm,deltaOmega,deltaOmega_valtype,obsrun,obsrun_valtype,net,net_valtype,detType,detType_valtype,p_astro,p_astro_valtype
GW231113_150041,1383922859.4,value,2023-11-13T15:01:18.400,value,8.7,value,,,1.8,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.96,value
GW231113_200417,1383941075.9,value,2023-11-13T20:04:54.900,value,10.5,value,,,3.8e-05,value,11.6,bestfit,5.0,-2.4,7.4,bestfit,1.8,-2.0,8.02,bestfit,0.67,-0.63,19.2,bestfit,3.1,-1.9,0.13,bestfit,0.14,-0.08,18.3,bestfit,3.2,-1.9,0.6439,bestfit,0.311,-0.3119,0.72,bestfit,0.058,-0.042,0.882,bestfit,0.114,-0.145,3.5,bestfit,0.4,-1.26,1150.0,bestfit,630.0,-520.0,0.22,bestfit,0.11,-0.09,,,O4a,value,HL,value,GW,value,0.99,value
GW231114_043211,1383971549.2,value,2023-11-14T04:32:48.200,value,10.0,value,,,0.00013,value,23.1,bestfit,9.4,-6.0,8.2,bestfit,2.3,-2.1,11.6,bestfit,1.0,-1.1,31.4,bestfit,7.4,-4.7,0.09,bestfit,0.21,-0.16,30.4,bestfit,7.6,-4.7,0.3552,bestfit,0.236,-0.1651,0.608,bestfit,0.062,-0.052,0.99,bestfit,0.201,-0.212,2.13,bestfit,0.97,-0.99,1340.0,bestfit,830.0,-590.0,0.26,bestfit,0.13,-0.1,,,O4a,value,HL,value,GW,value,0.99,value
GW231118_005626,1384304204.8,value,2023-11-18T00:57:03.800,value,10.7,value,,,1e-05,value,20.2,bestfit,8.2,-5.1,10.8,bestfit,3.4,-2.3,12.7,bestfit,1.6,-1.1,31.2,bestfit,6.7,-3.7,0.38,bestfit,0.1,-0.1,29.5,bestfit,6.7,-3.6,0.5314,bestfit,0.368,-0.2196,0.807,bestfit,0.071,-0.051,1.63,bestfit,0.32,-0.28,3.75,bestfit,0.78,-1.21,2170.0,bestfit,930.0,-960.0,0.39,bestfit,0.14,-0.16,,,O4a,value,HL,value,GW,value,0.99,value
GW231118_071402,1384326860.2,value,2023-11-18T07:14:39.200,value,9.2,value,,,0.0028,value,43.0,bestfit,14.0,-10.0,30.0,bestfit,10.2,-9.9,30.9,bestfit,7.6,-5.9,73.0,bestfit,17.0,-13.0,0.11,bestfit,0.27,-0.27,70.0,bestfit,16.0,-13.0,0.7155,bestfit,0.2533,-0.3182,0.723,bestfit,0.103,-0.131,3.53,bestfit,1.4,-1.18,3.64,bestfit,0.76,-1.32,4100.0,bestfit,3400.0,-2100.0,0.66,bestfit,0.42,-0.3,,,O4a,value,HL,value,GW,value,0.99,value
GW231118_090602,1384333580.0,value,2023-11-18T09:06:39.000,value,11.0,value,,,1e-05,value,13.2,bestfit,14.0,-3.4,7.2,bestfit,2.2,-3.2,8.37,bestfit,0.78,-0.55,20.7,bestfit,10.5,-2.3,0.09,bestfit,0.36,-0.1,19.8,bestfit,10.8,-2.3,0.5513,bestfit,0.3849,-0.403,0.698,bestfit,0.085,-0.045,0.868,bestfit,0.125,-0.278,3.15,bestfit,0.6,-2.21,1350.0,bestfit,530.0,-610.0,0.26,bestfit,0.09,-0.11,,,O4a,value,HL,value,GW,value,0.99,value
GW231119_075248,1384415586.1,value,2023-11-19T07:53:25.100,value,8.3,value,,,0.019,value,48.0,bestfit,21.0,-12.0,34.0,bestfit,14.0,-13.0,34.4,bestfit,11.8,-7.5,82.0,bestfit,27.0,-18.0,-0.01,bestfit,0.26,-0.29,78.0,bestfit,26.0,-17.0,0.7331,bestfit,0.2399,-0.3697,0.681,bestfit,0.106,-0.149,3.65,bestfit,1.67,-1.32,3.44,bestfit,0.64,-1.44,6600.0,bestfit,5100.0,-3600.0,0.97,bestfit,0.57,-0.47,,,O4a,value,HL,value,GW,value,0.99,value
GW231120_022103,1384482081.0,value,2023-11-20T02:21:40.000,value,10.0,value,,,3.8,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.9,value
GW231123_135430,1384782888.7,value,2023-11-23T13:55:07.700,value,21.8,value,,,1e-05,value,137.0,bestfit,22.0,-17.0,103.0,bestfit,20.0,-52.0,102.0,bestfit,12.0,-31.0,238.0,bestfit,28.0,-49.0,0.31,bestfit,0.24,-0.39,225.0,bestfit,26.0,-43.0,0.7528,bestfit,0.2047,-0.3945,0.844,bestfit,0.066,-0.178,13.4,bestfit,4.3,-6.1,,,,,2200.0,bestfit,1900.0,-1500.0,0.39,bestfit,0.27,-0.24,,,O4a,value,HL,value,GW,value,0.99,value
GW231126_010928,1384996186.3,value,2023-11-26T01:10:05.300,value,9.1,value,,,4.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.86,value
GW231127_165300,1385139198.9,value,2023-11-27T16:53:37.900,value,9.9,value,,,0.01,value,46.0,bestfit,17.0,-12.0,29.0,bestfit,12.0,-11.0,30.8,bestfit,9.4,-6.6,74.0,bestfit,21.0,-15.0,0.05,bestfit,0.29,-0.31,71.0,bestfit,20.0,-14.0,0.6463,bestfit,0.3112,-0.3287,0.692,bestfit,0.12,-0.171,3.3,bestfit,1.61,-1.4,3.37,bestfit,0.85,-1.61,4400.0,bestfit,3400.0,-2500.0,0.7,bestfit,0.42,-0.35,,,O4a,value,HL,value,GW,value,0.99,value
GW231129_081745,1385281083.6,value,2023-11-29T08:18:22.600,value,9.4,value,,,0.056,value,46.0,bestfit,14.0,-13.0,23.6,bestfit,9.8,-7.8,28.0,bestfit,7.5,-5.5,70.0,bestfit,17.0,-13.0,0.02,bestfit,0.26,-0.25,67.0,bestfit,16.0,-13.0,0.5152,bestfit,0.3334,-0.2101,0.663,bestfit,0.131,-0.152,2.8,bestfit,1.28,-1.06,2.95,bestfit,0.98,-1.29,3600.0,bestfit,3200.0,-2000.0,0.6,bestfit,0.4,-0.29,,,O4a,value,HL,value,GW,value,0.99,value
GW231204_090648,1385716026.9,value,2023-12-04T09:07:25.900,value,8.4,value,,,3.6,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.54,value
GW231206_010629,1385860007.2,value,2023-12-06T01:07:06.200,value,9.7,value,,,6.9,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.58,value
GW231206_233134,1385940712.5,value,2023-12-06T23:32:11.500,value,12.8,value,,,1e-05,value,35.9,bestfit,9.0,-6.3,28.6,bestfit,7.6,-7.1,27.6,bestfit,6.0,-4.1,64.3,bestfit,13.4,-9.2,-0.1,bestfit,0.21,-0.23,61.4,bestfit,12.8,-8.7,0.818,bestfit,0.1638,-0.2764,0.669,bestfit,0.087,-0.095,2.87,bestfit,0.82,-0.65,3.43,bestfit,0.41,-0.69,3000.0,bestfit,1900.0,-1700.0,0.51,bestfit,0.25,-0.26,,,O4a,value,HL,value,GW,value,0.99,value
GW231206_233901,1385941159.5,value,2023-12-06T23:39:38.500,value,21.9,value,,,1e-05,value,37.6,bestfit,6.4,-4.5,28.5,bestfit,5.3,-5.9,28.1,bestfit,2.6,-1.7,66.0,bestfit,5.1,-3.5,-0.05,bestfit,0.13,-0.14,63.0,bestfit,4.7,-3.3,0.7638,bestfit,0.2103,-0.2449,0.676,bestfit,0.062,-0.068,2.98,bestfit,0.52,-0.52,3.45,bestfit,0.34,-0.69,1490.0,bestfit,320.0,-480.0,0.28,bestfit,0.05,-0.08,,,O4a,value,HL,value,GW,value,0.99,value
GW231213_111417,1386501275.9,value,2023-12-13T11:14:54.900,value,10.4,value,,,1e-05,value,35.3,bestfit,9.6,-6.4,27.4,bestfit,7.8,-7.2,26.7,bestfit,6.1,-3.9,62.4,bestfit,13.8,-8.8,0.06,bestfit,0.22,-0.22,59.4,bestfit,13.1,-8.4,0.8,bestfit,0.1793,-0.2914,0.711,bestfit,0.086,-0.086,3.03,bestfit,0.99,-0.75,3.67,bestfit,0.52,-0.81,4000.0,bestfit,2200.0,-2000.0,0.65,bestfit,0.28,-0.29,,,O4a,value,HL,value,GW,value,0.99,value
GW231220_173406,1387128864.2,value,2023-12-20T17:34:43.200,value,7.9,value,,,6.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.77,value
GW231221_135041,1387201859.3,value,2023-12-21T13:51:18.300,value,10.0,value,,,0.54,value,48.0,bestfit,22.0,-14.0,29.0,bestfit,13.0,-14.0,31.3,bestfit,9.4,-6.7,78.0,bestfit,21.0,-16.0,0.02,bestfit,0.37,-0.38,75.0,bestfit,20.0,-15.0,0.623,bestfit,0.3332,-0.3894,0.695,bestfit,0.153,-0.158,3.19,bestfit,1.58,-1.47,3.21,bestfit,0.84,-1.91,4300.0,bestfit,3500.0,-2300.0,0.69,bestfit,0.44,-0.33,,,O4a,value,HL,value,GW,value,0.96,value
GW231223_032836,1387337334.1,value,2023-12-23T03:29:13.100,value,10.2,value,,,0.00038,value,46.0,bestfit,15.0,-11.0,31.0,bestfit,12.0,-15.0,32.0,bestfit,8.3,-7.0,77.0,bestfit,18.0,-13.0,-0.19,bestfit,0.34,-0.36,74.0,bestfit,17.0,-12.0,0.7083,bestfit,0.2618,-0.4078,0.618,bestfit,0.128,-0.169,3.04,bestfit,1.24,-1.29,3.08,bestfit,0.64,-1.52,4000.0,bestfit,2900.0,-2000.0,0.65,bestfit,0.37,-0.29,,,O4a,value,HL,value,GW,value,0.99,value
GW231223_075055,1387353073.3,value,2023-12-23T07:51:32.300,value,9.4,value,,,0.55,value,12.0,bestfit,6.9,-2.9,6.8,bestfit,2.0,-2.1,7.81,bestfit,0.56,-0.58,19.0,bestfit,4.6,-2.0,0.07,bestfit,0.22,-0.12,18.2,bestfit,4.8,-1.9,0.5672,bestfit,0.377,-0.3168,0.694,bestfit,0.067,-0.053,0.8,bestfit,0.122,-0.175,3.16,bestfit,0.6,-1.53,960.0,bestfit,570.0,-420.0,0.19,bestfit,0.1,-0.08,,,O4a,value,HL,value,GW,value,0.98,value
GW231223_202619,1387398397.0,value,2023-12-23T20:26:56.000,value,10.0,value,,,0.002,value,11.1,bestfit,3.7,-1.6,8.3,bestfit,1.4,-1.9,8.36,bestfit,0.66,-0.57,19.6,bestfit,2.2,-1.5,0.1,bestfit,0.13,-0.11,18.7,bestfit,2.2,-1.5,0.7538,bestfit,0.2172,-0.314,0.714,bestfit,0.049,-0.047,0.941,bestfit,0.118,-0.122,3.67,bestfit,0.29,-0.89,890.0,bestfit,480.0,-440.0,0.18,bestfit,0.08,-0.08,,,O4a,value,HL,value,GW,value,0.99,value
GW231224_024321,1387421020.0,value,2023-12-24T02:43:59.000,value,14.0,value,,,1e-05,value,9.3,bestfit,2.2,-1.1,7.32,bestfit,0.99,-1.35,7.13,bestfit,0.48,-0.28,16.66,bestfit,1.26,-0.78,-0.01,bestfit,0.07,-0.06,15.89,bestfit,1.23,-0.76,0.791,bestfit,0.1875,-0.2644,0.684,bestfit,0.037,-0.029,0.769,bestfit,0.062,-0.063,3.57,bestfit,0.15,-0.57,950.0,bestfit,280.0,-400.0,0.19,bestfit,0.05,-0.07,,,O4a,value,HL,value,GW,value,0.99,value
GW231226_101520,1387620938.3,value,2023-12-26T10:15:57.300,value,34.7,value,,,1e-05,value,40.0,bestfit,4.1,-2.6,35.3,bestfit,2.8,-4.7,32.6,bestfit,1.5,-1.3,75.1,bestfit,3.3,-2.7,-0.08,bestfit,0.08,-0.09,71.7,bestfit,3.1,-2.5,0.8876,bestfit,0.1007,-0.1859,0.671,bestfit,0.038,-0.031,3.45,bestfit,0.29,-0.28,3.54,bestfit,0.15,-0.23,1160.0,bestfit,230.0,-310.0,0.23,bestfit,0.04,-0.06,,,O4a,value,HL,value,GW,value,0.99,value
GW231230_170116,1387990895.0,value,2023-12-30T17:01:54.000,value,8.2,value,,,0.42,value,53.0,bestfit,30.0,-14.0,35.0,bestfit,15.0,-13.0,36.8,bestfit,12.9,-7.8,88.0,bestfit,35.0,-18.0,-0.22,bestfit,0.32,-0.34,85.0,bestfit,34.0,-18.0,0.6815,bestfit,0.2824,-0.3814,0.608,bestfit,0.125,-0.185,3.37,bestfit,1.59,-1.29,3.02,bestfit,0.63,-1.53,5600.0,bestfit,4400.0,-3100.0,0.86,bestfit,0.52,-0.42,,,O4a,value,HL,value,GW,value,0.96,value
GW231231_120147,1388059325.6,value,2023-12-31T12:02:24.600,value,11.3,value,,,4.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.86,value
GW231231_154016,1388072434.7,value,2023-12-31T15:40:53.700,value,13.4,value,,,1e-05,value,22.5,bestfit,5.2,-3.2,17.2,bestfit,2.8,-3.0,17.1,bestfit,1.6,-1.3,39.9,bestfit,4.0,-3.3,-0.03,bestfit,0.11,-0.11,38.1,bestfit,3.9,-3.1,0.7727,bestfit,0.2008,-0.2378,0.674,bestfit,0.054,-0.046,1.8,bestfit,0.24,-0.22,3.49,bestfit,0.24,-0.54,1060.0,bestfit,580.0,-530.0,0.21,bestfit,0.1,-0.1,,,O4a,value,HL,value,GW,value,0.99,value
GW240104_164932,1388422190.6,value,2024-01-04T16:50:09.600,value,14.8,value,,,1e-05,value,42.3,bestfit,9.1,-6.7,32.3,bestfit,7.3,-7.9,31.8,bestfit,5.0,-3.8,74.4,bestfit,11.1,-8.3,0.09,bestfit,0.18,-0.18,70.8,bestfit,10.4,-7.8,0.774,bestfit,0.2007,-0.2628,0.727,bestfit,0.075,-0.078,3.66,bestfit,0.9,-0.81,3.69,bestfit,0.47,-0.8,1890.0,bestfit,1080.0,-940.0,0.35,bestfit,0.16,-0.16,,,O4a,value,HL,value,GW,value,0.99,value
GW240105_151143,1388502721.2,value,2024-01-05T15:12:20.200,value,25.9,value,,,3.3,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,H,value,GW,value,0.7,value
GW240107_013215,1388626353.7,value,2024-01-07T01:32:52.700,value,9.6,value,,,0.028,value,60.0,bestfit,27.0,-18.0,32.0,bestfit,21.0,-17.0,36.6,bestfit,14.5,-9.7,93.0,bestfit,30.0,-19.0,0.35,bestfit,0.27,-0.37,88.0,bestfit,28.0,-19.0,0.5649,bestfit,0.3891,-0.3618,0.806,bestfit,0.092,-0.191,4.61,bestfit,2.72,-2.58,3.65,bestfit,1.28,-2.38,5700.0,bestfit,4700.0,-3200.0,0.87,bestfit,0.54,-0.43,,,O4a,value,HL,value,GW,value,0.99,value
GW240109_050431,1388811889.8,value,2024-01-09T05:05:08.800,value,10.4,value,,,0.00023,value,29.1,bestfit,6.9,-6.1,18.0,bestfit,4.7,-3.8,19.7,bestfit,2.6,-2.2,47.2,bestfit,6.4,-5.6,-0.08,bestfit,0.18,-0.21,45.3,bestfit,6.2,-5.4,0.6181,bestfit,0.3075,-0.1962,0.636,bestfit,0.08,-0.085,1.92,bestfit,0.47,-0.39,3.1,bestfit,0.56,-0.77,1450.0,bestfit,960.0,-750.0,0.28,bestfit,0.15,-0.13,,,O4a,value,H,value,GW,value,0.99,value
S230520ae,1368658140.567,value,2023-05-20T22:49:19.567,value,,,,,0.0966,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,bestfit,660.0,-660.0,,,,,1700.0,value,O4a,value,HL,value,Candidate,value,,
S230522a,1368783503.135,value,2023-05-22T09:38:42.135,value,,,,,0.327,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,bestfit,1030.0,-1030.0,,,,,24200.0,value,O4a,value,L,value,Candidate,value,,
S230522n,1368804651.391,value,2023-05-22T15:31:10.391,value,,,,,0.204,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930.0,bestfit,1080.0,-1080.0,,,,,24200.0,value,O4a,value,L,value,Candidate,value,,
S230802aq,1375011257.961,value,2023-08-02T11:34:36.961,value,,,,,0.703,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0,bestfit,246.0,-246.0,,,,,25900.0,value,O4a,value,H,value,Candidate,value,,
S231020bw,1381860327.78,value,2023-10-20T18:05:46.780,value,,,,,0.0109,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620.0,bestfit,690.0,-690.0,,,,,386.0,value,O4a,value,HL,value,Candidate,value,,
S240406aj,1396420145.897,value,2024-04-06T06:29:24.897,value,,,,,4.93e-08,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,bestfit,690.0,-690.0,,,,,1720.0,value,O4b,value,HL,value,Candidate,value,,
S240413p,1397010037.852,value,2024-04-13T02:20:56.852,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0,bestfit,101.0,-101.0,,,,,34.0,value,O4b,value,HLV,value,Candidate,value,,
S240421ar,1397712593.734,value,2024-04-21T05:30:12.734,value,,,,,1.14,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7700.0,bestfit,2900.0,-2900.0,,,,,2600.0,value,O4b,value,HL,value,Candidate,value,,
S240422ed,1397856931.417,value,2024-04-22T21:35:50.417,value,,,,,9.77e-06,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,bestfit,43.0,-43.0,,,,,259.0,value,O4b,value,HLV,value,Candidate,value,,
S240426dl,1398179901.773,value,2024-04-26T15:18:40.773,value,,,,,1.63,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5890.0,bestfit,2240.0,-2240.0,,,,,3470.0,value,O4b,value,HL,value,Candidate,value,,
S240426s,1398136509.975,value,2024-04-26T03:15:28.975,value,,,,,0.24,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3450.0,bestfit,1290.0,-1290.0,,,,,3050.0,value,O4b,value,HL,value,Candidate,value,,
S240428dr,1398380098.077,value,2024-04-28T22:55:17.077,value,,,,,6.66e-07,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831.0,bestfit,145.0,-145.0,,,,,186.0,value,O4b,value,HV,value,Candidate,value,,
S240430ca,1398504935.38,value,2024-04-30T09:35:54.380,value,,,,,2.35,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210.0,bestfit,2590.0,-2590.0,,,,,4060.0,value,O4b,value,HL,value,Candidate,value,,
S240501an,1398569752.925,value,2024-05-01T03:36:11.925,value,,,,,0.0133,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4020.0,bestfit,1460.0,-1460.0,,,,,1080.0,value,O4b,value,HLV,value,Candidate,value,,
S240505av,1398951370.585,value,2024-05-05T13:36:29.585,value,,,,,0.721,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4570.0,bestfit,1420.0,-1420.0,,,,,1470.0,value,O4b,value,HLV,value,Candidate,value,,
S240507p,1399090610.352,value,2024-05-07T04:17:09.352,value,,,,,0.02,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,bestfit,370.0,-370.0,,,,,279.0,value,O4b,value,HLV,value,Candidate,value,,
S240511i,1399432525.999,value,2024-05-11T03:15:44.999,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0,bestfit,400.0,-400.0,,,,,85.0,value,O4b,value,HLV,value,Candidate,value,,
S240512r,1399516917.151,value,2024-05-12T02:42:16.151,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.0,bestfit,270.0,-270.0,,,,,216.0,value,O4b,value,HLV,value,Candidate,value,,
S240513ei,1399660400.898,value,2024-05-13T18:33:39.898,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,bestfit,460.0,-460.0,,,,,37.0,value,O4b,value,HLV,value,Candidate,value,,
S240514c,1399709019.048,value,2024-05-14T08:03:58.048,value,,,,,0.304,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4180.0,bestfit,1830.0,-1830.0,,,,,30800.0,value,O4b,value,L,value,Candidate,value,,
S240514x,1399724251.721,value,2024-05-14T12:17:50.721,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590.0,bestfit,590.0,-590.0,,,,,142.0,value,O4b,value,HLV,value,Candidate,value,,
S240515m,1399769599.114,value,2024-05-15T00:53:38.114,value,,,,,1.66e-13,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560.0,bestfit,980.0,-980.0,,,,,978.0,value,O4b,value,HLV,value,Candidate,value,,
S240520cv,1400276194.965,value,2024-05-20T21:36:53.965,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,bestfit,230.0,-230.0,,,,,370.0,value,O4b,value,HLV,value,Candidate,value,,
S240525p,1400641948.635,value,2024-05-25T03:12:47.635,value,,,,,0.529,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4340.0,bestfit,1520.0,-1520.0,,,,,1520.0,value,O4b,value,HLV,value,Candidate,value,,
S240527en,1400870087.055,value,2024-05-27T18:35:06.055,value,,,,,0.08,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5850.0,bestfit,1910.0,-1910.0,,,,,987.0,value,O4b,value,HLV,value,Candidate,value,,
S240527fv,1400886568.38,value,2024-05-27T23:09:47.380,value,,,,,0.45,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.0,bestfit,190.0,-190.0,,,,,15.0,value,O4b,value,HLV,value,Candidate,value,,
S240530a,1401067475.95,value,2024-05-30T01:24:54.950,value,,,,,0.03,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.0,bestfit,230.0,-230.0,,,,,196.0,value,O4b,value,HLV,value,Candidate,value,,
S240531bp,1401177186.463,value,2024-05-31T07:53:25.463,value,,,,,0.000118,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770.0,bestfit,1490.0,-1490.0,,,,,1320.0,value,O4b,value,HLV,value,Candidate,value,,
S240601aj,1401257538.359,value,2024-06-01T06:12:37.359,value,,,,,0.968,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5370.0,bestfit,2090.0,-2090.0,,,,,2010.0,value,O4b,value,HL,value,Candidate,value,,
S240601co,1401318622.028,value,2024-06-01T23:10:41.028,value,,,,,0.0019,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.0,bestfit,390.0,-390.0,,,,,1110.0,value,O4b,value,HLV,value,Candidate,value,,
S240615dg,1402486598.724,value,2024-06-15T11:36:57.724,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.0,bestfit,240.0,-240.0,,,,,5.0,value,O4b,value,HLV,value,Candidate,value,,
S240615ea,1402502873.333,value,2024-06-15T16:08:12.333,value,,,,,0.48,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590.0,bestfit,1060.0,-1060.0,,,,,653.0,value,O4b,value,HLV,value,Candidate,value,,
S240618ah,1402730205.151,value,2024-06-18T07:17:04.151,value,,,,,2.05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5940.0,bestfit,2440.0,-2440.0,,,,,5120.0,value,O4b,value,HL,value,Candidate,value,,
S240621dy,1403034677.425,value,2024-06-21T19:51:36.425,value,,,,,1.26e-12,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.0,bestfit,200.0,-200.0,,,,,21.0,value,O4b,value,HLV,value,Candidate,value,,
S240621eb,1403035793.532,value,2024-06-21T20:10:12.532,value,,,,,1.36,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490.0,bestfit,1410.0,-1410.0,,,,,920.0,value,O4b,value,HLV,value,Candidate,value,,
S240621em,1403041259.721,value,2024-06-21T21:41:18.721,value,,,,,2.13,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7460.0,bestfit,2670.0,-2670.0,,,,,3070.0,value,O4b,value,HLV,value,Candidate,value,,
S240622h,1403052026.415,value,2024-06-22T00:40:45.415,value,,,,,0.38,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,bestfit,300.0,-300.0,,,,,199.0,value,O4b,value,HLV,value,Candidate,value,,
S240627by,1403529400.202,value,2024-06-27T13:16:59.202,value,,,,,0.381,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,bestfit,340.0,-340.0,,,,,934.0,value,O4b,value,HLV,value,Candidate,value,,
S240629by,1403707994.859,value,2024-06-29T14:53:33.859,value,,,,,0.01,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,bestfit,240.0,-240.0,,,,,66.0,value,O4b,value,HLV,value,Candidate,value,,
S240630t,1403777841.372,value,2024-06-30T10:17:40.372,value,,,,,5.98e-05,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.0,bestfit,840.0,-840.0,,,,,670.0,value,O4b,value,HLV,value,Candidate,value,,
S240703ad,1404069253.283,value,2024-07-03T19:14:32.283,value,,,,,3.74e-06,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1890.0,bestfit,680.0,-680.0,,,,,3780.0,value,O4b,value,LV,value,Candidate,value,,
S240705at,1404192753.917,value,2024-07-05T05:32:52.917,value,,,,,2.23e-08,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690.0,bestfit,880.0,-880.0,,,,,172.0,value,O4b,value,HLV,value,Candidate,value,,
S240716b,1405136958.508,value,2024-07-16T03:49:37.508,value,,,,,2.48e-08,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.0,bestfit,690.0,-690.0,,,,,10300.0,value,O4b,value,LV,value,Candidate,value,,
S240807h,1407102377.197,value,2024-08-07T21:46:36.197,value,,,,,0.000635,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,bestfit,300.0,-300.0,,,,,13100.0,value,O4b,value,LV,value,Candidate,value,,
