Ref,event,url,text,type,filetype,src,created,files
1760,S240426dl,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.175,"['gal_8192', 'eq_8192', 'eq_4096']"
1761,S240426dl,https://gracedb.ligo.org/api/superevents/S240426dl/,GraceDB data,open-data,,,,
1762,S240514c,https://gracedb.ligo.org/api/superevents/S240514c/,GraceDB data,open-data,,,,
1763,S240514c,"https://gracedb.ligo.org/api/superevents/S240514c/files/Bilby.offline0.multiorder.fits,0",Sky Map,skymap-fits,,,,
1764,S240514c,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.215,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1765,S240514c,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.216,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1766,S240514c,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.218,"['gal_8192', 'eq_8192', 'eq_4096']"
1767,S240514c,https://gracedb.ligo.org/api/superevents/S240514c/,GraceDB data,open-data,,,,
1768,S240813d,https://gracedb.ligo.org/api/superevents/S240813d/,GraceDB data,open-data,,,,
1769,S240813d,"https://gracedb.ligo.org/api/superevents/S240813d/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1770,S240813d,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.333,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1771,S240813d,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.334,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1772,S240813d,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.336,"['gal_8192', 'eq_8192', 'eq_4096']"
1773,S240813d,https://gracedb.ligo.org/api/superevents/S240813d/,GraceDB data,open-data,,,,
1774,S241122a,https://gracedb.ligo.org/api/superevents/S241122a/,GraceDB data,open-data,,,,
1775,S241122a,"https://gracedb.ligo.org/api/superevents/S241122a/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1776,S241122a,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.521,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1777,S241122a,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.521,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1778,S241122a,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.524,"['gal_8192', 'eq_8192', 'eq_4096']"
1779,S241122a,https://gracedb.ligo.org/api/superevents/S241122a/,GraceDB data,open-data,,,,
1780,S250202cu,https://gracedb.ligo.org/api/superevents/S250202cu/,GraceDB data,open-data,,,,
1781,S250202cu,"https://gracedb.ligo.org/api/superevents/S250202cu/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1782,S250202cu,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.641,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1783,S250202cu,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.641,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1784,S250202cu,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.644,"['gal_8192', 'eq_8192', 'eq_4096']"
1785,S250202cu,https://gracedb.ligo.org/api/superevents/S250202cu/,GraceDB data,open-data,,,,
1786,S250204ax,https://gracedb.ligo.org/api/superevents/S250204ax/,GraceDB data,open-data,,,,
1787,S250204ax,"https://gracedb.ligo.org/api/superevents/S250204ax/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1788,S250204ax,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.646,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1789,S250204ax,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.647,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1790,S250204ax,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.649,"['gal_8192', 'eq_8192', 'eq_4096']"
1791,S250204ax,https://gracedb.ligo.org/api/superevents/S250204ax/,GraceDB data,open-data,,,,
1792,S250205bk,https://gracedb.ligo.org/api/superevents/S250205bk/,GraceDB data,open-data,,,,
1793,S250205bk,"https://gracedb.ligo.org/api/superevents/S250205bk/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1794,S250205bk,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.651,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1795,S250205bk,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.651,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1796,S250205bk,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.654,"['gal_8192', 'eq_8192', 'eq_4096']"
1797,S250205bk,https://gracedb.ligo.org/api/superevents/S250205bk/,GraceDB data,open-data,,,,
1798,S250205ee,https://gracedb.ligo.org/api/superevents/S250205ee/,GraceDB data,open-data,,,,
1799,S250205ee,"https://gracedb.ligo.org/api/superevents/S250205ee/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1800,S250205ee,https://gracedb.ligo.org/api/superevents/S250205ee/,GraceDB data,open-data,,,,
1801,S250205ee,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.655,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1802,S250205ee,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.656,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1803,S250205ee,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.658,"['gal_8192', 'eq_8192', 'eq_4096']"
1804,S250206dm,https://gracedb.ligo.org/api/superevents/S250206dm/,GraceDB data,open-data,,,,
1805,S250206dm,"https://gracedb.ligo.org/api/superevents/S250206dm/files/Bilby.offline1.multiorder.fits,0",Sky Map,skymap-fits,,,,
1806,S250206dm,https://gracedb.ligo.org/api/superevents/S250206dm/,GraceDB data,open-data,,,,
1807,S250206dm,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.660,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1808,S250206dm,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.661,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1809,S250206dm,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.663,"['gal_8192', 'eq_8192', 'eq_4096']"
1810,S250207bg,https://gracedb.ligo.org/api/superevents/S250207bg/,GraceDB data,open-data,,,,
1811,S250207bg,"https://gracedb.ligo.org/api/superevents/S250207bg/files/Bilby.offline1.multiorder.fits,0",Sky Map,skymap-fits,,,,
1812,S250207bg,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.665,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1813,S250207bg,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.666,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1814,S250207bg,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.668,"['gal_8192', 'eq_8192', 'eq_4096']"
1815,S250207bg,https://gracedb.ligo.org/api/superevents/S250207bg/,GraceDB data,open-data,,,,
1816,S250208ad,https://gracedb.ligo.org/api/superevents/S250208ad/,GraceDB data,open-data,,,,
1817,S250208ad,"https://gracedb.ligo.org/api/superevents/S250208ad/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1818,S250208ad,https://gracedb.ligo.org/api/superevents/S250208ad/,GraceDB data,open-data,,,,
1819,S250208ad,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.670,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1820,S250208ad,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.670,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1821,S250208ad,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.673,"['gal_8192', 'eq_8192', 'eq_4096']"
1822,S250211aa,https://gracedb.ligo.org/api/superevents/S250211aa/,GraceDB data,open-data,,,,
1823,S250211aa,"https://gracedb.ligo.org/api/superevents/S250211aa/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1824,S250211aa,https://gracedb.ligo.org/api/superevents/S250211aa/,GraceDB data,open-data,,,,
1825,S250211aa,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.675,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1826,S250211aa,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.675,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1827,S250211aa,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.678,"['gal_8192', 'eq_8192', 'eq_4096']"
1828,S250211be,https://gracedb.ligo.org/api/superevents/S250211be/,GraceDB data,open-data,,,,
1829,S250211be,"https://gracedb.ligo.org/api/superevents/S250211be/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1830,S250211be,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.680,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1831,S250211be,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.681,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1832,S250211be,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.683,"['gal_8192', 'eq_8192', 'eq_4096']"
1833,S250211be,https://gracedb.ligo.org/api/superevents/S250211be/,GraceDB data,open-data,,,,
1834,S250226dl,https://gracedb.ligo.org/api/superevents/S250226dl/,GraceDB data,open-data,,,,
1835,S250226dl,"https://gracedb.ligo.org/api/superevents/S250226dl/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1836,S250226dl,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.685,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1837,S250226dl,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.685,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1838,S250226dl,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.688,"['gal_8192', 'eq_8192', 'eq_4096']"
1839,S250226dl,https://gracedb.ligo.org/api/superevents/S250226dl/,GraceDB data,open-data,,,,
1840,S250227e,https://gracedb.ligo.org/api/superevents/S250227e/,GraceDB data,open-data,,,,
1841,S250227e,"https://gracedb.ligo.org/api/superevents/S250227e/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1842,S250227e,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.690,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1843,S250227e,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.690,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1844,S250227e,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.692,"['gal_8192', 'eq_8192', 'eq_4096']"
1845,S250227e,https://gracedb.ligo.org/api/superevents/S250227e/,GraceDB data,open-data,,,,
1846,S250304cb,https://gracedb.ligo.org/api/superevents/S250304cb/,GraceDB data,open-data,,,,
1847,S250304cb,"https://gracedb.ligo.org/api/superevents/S250304cb/files/bayestar.multiorder.fits,2",Sky Map,skymap-fits,,,,
1848,S250304cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.694,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1849,S250304cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.695,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1850,S250304cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.698,"['gal_8192', 'eq_8192', 'eq_4096']"
1851,S250319bu,https://gracedb.ligo.org/api/superevents/S250319bu/,GraceDB data,open-data,,,,
1852,S250319bu,"https://gracedb.ligo.org/api/superevents/S250319bu/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1853,S250319bu,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.699,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1854,S250319bu,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.700,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1855,S250319bu,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.702,"['gal_8192', 'eq_8192', 'eq_4096']"
1856,S250319bu,https://gracedb.ligo.org/api/superevents/S250319bu/,GraceDB data,open-data,,,,
1857,S250326y,https://gracedb.ligo.org/api/superevents/S250326y/,GraceDB data,open-data,,,,
1858,S250326y,"https://gracedb.ligo.org/api/superevents/S250326y/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1859,S250326y,https://gracedb.ligo.org/api/superevents/S250326y/,GraceDB data,open-data,,,,
1860,S250326y,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.704,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1861,S250326y,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.705,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1862,S250326y,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.707,"['gal_8192', 'eq_8192', 'eq_4096']"
1863,S250328ae,https://gracedb.ligo.org/api/superevents/S250328ae/,GraceDB data,open-data,,,,
1864,S250328ae,"https://gracedb.ligo.org/api/superevents/S250328ae/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1865,S250328ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.709,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1866,S250328ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.709,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1867,S250328ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.712,"['gal_8192', 'eq_8192', 'eq_4096']"
1868,S250328ae,https://gracedb.ligo.org/api/superevents/S250328ae/,GraceDB data,open-data,,,,
1869,S250331o,https://gracedb.ligo.org/api/superevents/S250331o/,GraceDB data,open-data,,,,
1870,S250331o,"https://gracedb.ligo.org/api/superevents/S250331o/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1871,S250331o,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.713,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1872,S250331o,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.714,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1873,S250331o,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.717,"['gal_8192', 'eq_8192', 'eq_4096']"
1874,S250331o,https://gracedb.ligo.org/api/superevents/S250331o/,GraceDB data,open-data,,,,
1875,S250726ak,https://gracedb.ligo.org/api/superevents/S250726ak/,GraceDB data,open-data,,,,
1876,S250726ak,"https://gracedb.ligo.org/api/superevents/S250726ak/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1877,S250726ak,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.723,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1878,S250726ak,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.724,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1879,S250726ak,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.726,"['gal_8192', 'eq_8192', 'eq_4096']"
1880,S250726ak,https://gracedb.ligo.org/api/superevents/S250726ak/,GraceDB data,open-data,,,,
1881,S250725l,https://gracedb.ligo.org/api/superevents/S250725l/,GraceDB data,open-data,,,,
1882,S250725l,"https://gracedb.ligo.org/api/superevents/S250725l/files/Bilby.offline0.multiorder.fits,0",Sky Map,skymap-fits,,,,
1883,S250725l,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.728,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1884,S250725l,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.728,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1885,S250725l,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.731,"['gal_8192', 'eq_8192', 'eq_4096']"
1886,S250725l,https://gracedb.ligo.org/api/superevents/S250725l/,GraceDB data,open-data,,,,
1887,S250725j,https://gracedb.ligo.org/api/superevents/S250725j/,GraceDB data,open-data,,,,
1888,S250725j,"https://gracedb.ligo.org/api/superevents/S250725j/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1889,S250725j,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.733,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1890,S250725j,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.733,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1891,S250725j,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.736,"['gal_8192', 'eq_8192', 'eq_4096']"
1892,S250712cd,https://gracedb.ligo.org/api/superevents/S250712cd/,GraceDB data,open-data,,,,
1893,S250712cd,"https://gracedb.ligo.org/api/superevents/S250712cd/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1894,S250712cd,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.738,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1895,S250712cd,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.738,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1896,S250712cd,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.741,"['gal_8192', 'eq_8192', 'eq_4096']"
1897,S250711q,https://gracedb.ligo.org/api/superevents/S250711q/,GraceDB data,open-data,,,,
1898,S250711q,"https://gracedb.ligo.org/api/superevents/S250711q/files/Bilby.offline1.multiorder.fits,0",Sky Map,skymap-fits,,,,
1899,S250711q,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.743,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1900,S250711q,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.743,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1901,S250711q,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.745,"['gal_8192', 'eq_8192', 'eq_4096']"
1902,S250705cb,https://gracedb.ligo.org/api/superevents/S250705cb/,GraceDB data,open-data,,,,
1903,S250705cb,"https://gracedb.ligo.org/api/superevents/S250705cb/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1904,S250705cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.747,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1905,S250705cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.748,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1906,S250705cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.751,"['gal_8192', 'eq_8192', 'eq_4096']"
1907,S250704ab,https://gracedb.ligo.org/api/superevents/S250704ab/,GraceDB data,open-data,,,,
1908,S250704ab,"https://gracedb.ligo.org/api/superevents/S250704ab/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1909,S250704ab,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.752,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1910,S250704ab,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.753,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
