Ref,citation,created,event,text,type,url
374,,2019-06-02T22:43:02.204,S190602aq,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_cartzoom.png
375,,2019-06-02T22:43:02.204,S190602aq,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_cartzoom.thumb.png
376,,2019-06-02T22:43:07.911,S190602aq,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_cart.png
377,,2019-06-02T22:43:07.912,S190602aq,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_cart.thumb.png
378,,2019-06-02T22:43:14.772,S190602aq,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_moll_rot.png
379,,2019-06-02T22:43:14.774,S190602aq,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_moll_rot.thumb.png
380,,2019-06-02T22:43:20.847,S190602aq,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_cart_rot.png
381,,2019-06-02T22:43:20.847,S190602aq,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190602aq_cart_rot.thumb.png
382,,2019-06-02T22:43:36.188,S190602aq,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190602aq_8192.png
383,,2019-06-02T18:00:36.000,S190602aq,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190602aq-tiles
384,,,S190630ag,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190630ag/
385,,,S190630ag,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190630ag/files/LALInference.offline.fits.gz
386,,2019-07-19T21:23:59.347,S190630ag,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_moll.png
387,,2019-07-19T21:23:59.347,S190630ag,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_moll.thumb.png
388,,2019-07-19T21:24:10.021,S190630ag,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_cartzoom.png
389,,2019-07-19T21:24:10.023,S190630ag,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_cartzoom.thumb.png
390,,2019-07-19T21:24:24.222,S190630ag,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_cart.png
391,,2019-07-19T21:24:24.222,S190630ag,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_cart.thumb.png
392,,2019-07-19T21:24:36.477,S190630ag,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_moll_rot.png
393,,2019-07-19T21:24:36.478,S190630ag,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_moll_rot.thumb.png
394,,2019-07-19T21:24:49.065,S190630ag,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_cart_rot.png
395,,2019-07-19T21:24:49.065,S190630ag,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190630ag_cart_rot.thumb.png
396,,2019-07-19T21:25:13.761,S190630ag,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190630ag_8192.png
397,,2019-07-19T21:38:25.682,S190630ag,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190630ag-tiles
398,,,S190630ag,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190630ag/
399,,,S190701ah,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190701ah/
400,,,S190701ah,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190701ah/files/LALInference.offline.fits.gz
401,,2019-07-07T07:41:40.650,S190701ah,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_moll.png
402,,2019-07-07T07:41:40.651,S190701ah,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_moll.thumb.png
403,,2019-07-07T07:41:46.113,S190701ah,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_cartzoom.png
404,,2019-07-07T07:41:46.114,S190701ah,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_cartzoom.thumb.png
405,,2019-07-07T07:41:53.310,S190701ah,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_cart.png
406,,2019-07-07T07:41:53.310,S190701ah,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_cart.thumb.png
407,,2019-07-07T07:42:01.369,S190701ah,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_moll_rot.png
408,,2019-07-07T07:42:01.370,S190701ah,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_moll_rot.thumb.png
409,,2019-07-07T07:42:08.109,S190701ah,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_cart_rot.png
410,,2019-07-07T07:42:08.109,S190701ah,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190701ah_cart_rot.thumb.png
411,,2019-07-07T07:42:29.111,S190701ah,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190701ah_8192.png
412,,,S190701ah,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190701ah/
413,,2019-07-07T12:32:31.037,S190701ah,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190701ah-tiles
414,,,S190706ai,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190706ai/
415,,,S190706ai,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190706ai/files/LALInference.offline.fits.gz
416,,2019-07-19T21:25:25.755,S190706ai,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_moll.png
417,,2019-07-19T21:25:25.756,S190706ai,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_moll.thumb.png
418,,2019-07-19T21:25:33.955,S190706ai,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_cartzoom.png
419,,2019-07-19T21:25:33.959,S190706ai,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_cartzoom.thumb.png
420,,2019-07-19T21:25:43.666,S190706ai,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_cart.png
421,,2019-07-19T21:25:43.667,S190706ai,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_cart.thumb.png
422,,2019-07-19T21:25:52.681,S190706ai,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_moll_rot.png
423,,2019-07-19T21:25:52.681,S190706ai,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_moll_rot.thumb.png
424,,2019-07-19T21:26:00.580,S190706ai,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_cart_rot.png
425,,2019-07-19T21:26:00.581,S190706ai,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190706ai_cart_rot.thumb.png
426,,2019-07-19T21:26:18.153,S190706ai,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190706ai_8192.png
427,,2019-07-19T21:47:30.058,S190706ai,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190706ai-tiles
428,,,S190706ai,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190706ai/
429,,,S190707q,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190707q/
430,,,S190707q,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190707q/files/LALInference.offline.fits.gz
431,,2019-07-19T21:26:27.640,S190707q,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_moll.png
432,,2019-07-19T21:26:27.640,S190707q,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_moll.thumb.png
433,,2019-07-19T21:26:33.482,S190707q,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_cartzoom.png
434,,2019-07-19T21:26:33.482,S190707q,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_cartzoom.thumb.png
435,,2019-07-19T21:26:40.670,S190707q,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_cart.png
436,,2019-07-19T21:26:40.670,S190707q,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_cart.thumb.png
437,,2019-07-19T21:26:49.161,S190707q,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_moll_rot.png
438,,2019-07-19T21:26:49.161,S190707q,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_moll_rot.thumb.png
439,,2019-07-19T21:26:56.688,S190707q,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_cart_rot.png
440,,2019-07-19T21:26:56.688,S190707q,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190707q_cart_rot.thumb.png
441,,2019-07-19T21:27:14.055,S190707q,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190707q_8192.png
442,,2019-07-19T21:57:22.219,S190707q,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190707q-tiles
443,,,S190707q,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190707q/
444,,,S190718y,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190718y/
445,,,S190718y,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190718y/files/bayestar.fits.gz
446,,2019-07-19T21:27:31.786,S190718y,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_moll.png
447,,2019-07-19T21:27:31.786,S190718y,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_moll.thumb.png
448,,2019-07-19T21:27:42.505,S190718y,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_cartzoom.png
449,,2019-07-19T21:27:42.506,S190718y,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_cartzoom.thumb.png
450,,2019-07-19T21:27:59.341,S190718y,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_cart.png
451,,2019-07-19T21:27:59.342,S190718y,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_cart.thumb.png
452,,2019-07-19T21:28:13.268,S190718y,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_moll_rot.png
453,,2019-07-19T21:28:13.268,S190718y,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_moll_rot.thumb.png
454,,2019-07-19T21:28:27.662,S190718y,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_cart_rot.png
455,,2019-07-19T21:28:27.663,S190718y,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190718y_cart_rot.thumb.png
456,,2019-07-19T21:28:50.468,S190718y,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190718y_8192.png
457,,2019-07-19T22:05:56.396,S190718y,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190718y-tiles
458,,,S190720a,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190720a/
459,,,S190720a,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190720a/files/LALInference.offline.fits.gz
460,,2019-07-27T19:48:58.560,S190720a,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_moll.png
461,,2019-07-27T19:48:58.561,S190720a,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_moll.thumb.png
462,,2019-07-27T19:49:05.975,S190720a,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_cartzoom.png
463,,2019-07-27T19:49:05.987,S190720a,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_cartzoom.thumb.png
464,,2019-07-27T19:49:17.306,S190720a,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_cart.png
465,,2019-07-27T19:49:17.307,S190720a,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_cart.thumb.png
466,,2019-07-27T19:49:34.554,S190720a,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_moll_rot.png
467,,2019-07-27T19:49:34.556,S190720a,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_moll_rot.thumb.png
468,,2019-07-27T19:49:43.536,S190720a,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_cart_rot.png
469,,2019-07-27T19:49:43.537,S190720a,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190720a_cart_rot.thumb.png
470,,2019-07-27T19:50:16.660,S190720a,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190720a_8192.png
471,,2019-07-27T19:58:42.651,S190720a,Gravoscope tileset,gravoscope-tiles,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190720a-tiles
472,,,S190720a,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190720a/
473,,,S190727h,GraceDB data,open-data,https://gracedb.ligo.org/api/superevents/S190727h/
474,,,S190727h,Sky Map,skymap-fits,https://gracedb.ligo.org/api/superevents/S190727h/files/LALInference.fits.gz
475,,2019-08-15T06:33:03.115,S190727h,Skymap (Mollweide fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_moll.png
476,,2019-08-15T06:33:03.116,S190727h,Skymap (Mollweide fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_moll.thumb.png
477,,2019-08-15T06:33:11.155,S190727h,Skymap (Cartesian zoomed),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_cartzoom.png
478,,2019-08-15T06:33:11.156,S190727h,Skymap (Cartesian zoomed),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_cartzoom.thumb.png
479,,2019-08-15T06:33:19.258,S190727h,Skymap (Cartesian fullsky),skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_cart.png
480,,2019-08-15T06:33:19.259,S190727h,Skymap (Cartesian fullsky),skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_cart.thumb.png
481,,2019-08-15T06:33:26.490,S190727h,"Skymap (Mollweide fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_moll_rot.png
482,,2019-08-15T06:33:26.491,S190727h,"Skymap (Mollweide fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_moll_rot.thumb.png
483,,2019-08-15T06:33:32.711,S190727h,"Skymap (Cartesian fullsky, rotated)",skymap-plot,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_cart_rot.png
484,,2019-08-15T06:33:32.711,S190727h,"Skymap (Cartesian fullsky, rotated)",skymap-thumbnail,https://data.cardiffgravity.org/gwcat-data/data/png/S190727h_cart_rot.thumb.png
485,,2019-08-15T06:33:48.748,S190727h,Skymap (no annotations),skymap-plain,https://data.cardiffgravity.org/gwcat-data/data/gravoscope/S190727h_8192.png
