Ref,event,url,text,type,filetype,created,offset,tmerge,files,src,file,url-loc
1101,S230520ae,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.375,,,"{'moll': {'file': 'S230520ae_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230520ae_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230520ae_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230520ae_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230520ae_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230520ae_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230520ae_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230520ae_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1102,S230520ae,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.376,,,"{'moll': {'file': 'S230520ae_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230520ae_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230520ae_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230520ae_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230520ae_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230520ae_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230520ae_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230520ae_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1103,S230520ae,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230520ae_8192.png,Skymap (no annotations),skymap-plain,,2023-05-26T23:40:12.322,,,,,data/gravoscope/S230520ae_8192.png,skymap-base-url
1104,S230520ae,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230520ae_8192_eq.png,"Skymap (Equatorial, no annotations)",skymaps-plain,,2023-05-22T16:15:10.516,,,,,data/gravoscope/S230520ae_8192_eq.png,skymap-base-url
1105,S230520ae,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230520ae_4096_eq.png,"Skymap 4096px (Equatorial, no annotations)",skymap-plain,,2023-05-22T16:15:15.772,,,,,data/gravoscope/S230520ae_4096_eq.png,skymap-base-url
1106,S230520ae,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.378,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'S230520ae_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'S230520ae_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'S230520ae_4096_eq.png'}}",,,
1107,S230520ae,https://gracedb.ligo.org/api/superevents/S230520ae/,GraceDB data,open-data,,,,,,,,
1108,S230522a,https://gracedb.ligo.org/api/superevents/S230522a/,GraceDB data,open-data,,,,,,,,
1109,S230522a,"https://gracedb.ligo.org/api/superevents/S230522a/files/bayestar.multiorder.fits,1",Sky Map,skymap-fits,,,,,,,,
1110,S230522a,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230522a_bayestar.multiorder.fits,1",Sky Map (local mirror),skymap-fits-local,,,,,,,,
1111,S230522a,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/S230522a-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-23T20:49:56.172,,,,,,
1112,S230522a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.390,,,"{'moll': {'file': 'S230522a_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230522a_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230522a_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230522a_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230522a_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230522a_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230522a_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230522a_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1113,S230522a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.390,,,"{'moll': {'file': 'S230522a_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230522a_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230522a_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230522a_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230522a_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230522a_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230522a_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230522a_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1114,S230522a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230522a_8192.png,Skymap (no annotations),skymap-plain,,2023-05-23T13:45:14.010,,,,,data/gravoscope/S230522a_8192.png,skymap-base-url
1115,S230522a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230522a_8192_eq.png,"Skymap (Equatorial, no annotations)",skymaps-plain,,2023-05-22T17:03:52.217,,,,,data/gravoscope/S230522a_8192_eq.png,skymap-base-url
1116,S230522a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230522a_4096_eq.png,"Skymap 4096px (Equatorial, no annotations)",skymap-plain,,2023-05-22T17:03:56.483,,,,,data/gravoscope/S230522a_4096_eq.png,skymap-base-url
1117,S230522a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.393,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'S230522a_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'S230522a_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'S230522a_4096_eq.png'}}",,,
1118,S230521k,https://gracedb.ligo.org/api/superevents/S230521k/,GraceDB data,open-data,,,,,,,,
1119,S230521k,"https://gracedb.ligo.org/api/superevents/S230521k/files/bayestar.multiorder.fits,1",Sky Map,skymap-fits,,,,,,,,
1120,S230521k,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230521k_bayestar.multiorder.fits,1",Sky Map (local mirror),skymap-fits-local,,,,,,,,
1121,S230521k,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/S230521k-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-23T20:46:07.959,,,,,,
1122,S230521k,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.428,,,"{'moll': {'file': 'S230521k_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230521k_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230521k_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230521k_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230521k_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230521k_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230521k_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230521k_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1123,S230521k,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.429,,,"{'moll': {'file': 'S230521k_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230521k_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230521k_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230521k_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230521k_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230521k_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230521k_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230521k_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1124,S230521k,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230521k_8192.png,Skymap (no annotations),skymap-plain,,2023-05-23T13:45:30.393,,,,,data/gravoscope/S230521k_8192.png,skymap-base-url
1125,S230521k,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230521k_8192_eq.png,"Skymap (Equatorial, no annotations)",skymaps-plain,,2023-05-22T17:53:01.648,,,,,data/gravoscope/S230521k_8192_eq.png,skymap-base-url
1126,S230521k,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230521k_4096_eq.png,"Skymap 4096px (Equatorial, no annotations)",skymap-plain,,2023-05-22T17:53:06.260,,,,,data/gravoscope/S230521k_4096_eq.png,skymap-base-url
1127,S230521k,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.431,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'S230521k_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'S230521k_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'S230521k_4096_eq.png'}}",,,
1128,S230522n,https://gracedb.ligo.org/api/superevents/S230522n/,GraceDB data,open-data,,,,,,,,
1129,S230522n,"https://gracedb.ligo.org/api/superevents/S230522n/files/bayestar.multiorder.fits,1",Sky Map,skymap-fits,,,,,,,,
1130,S230522n,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230522n_bayestar.multiorder.fits,1",Sky Map (local mirror),skymap-fits-local,,,,,,,,
1131,S230522n,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/S230522n-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-23T20:53:43.904,,,,,,
1132,S230522n,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.445,,,"{'moll': {'file': 'S230522n_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230522n_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230522n_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230522n_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230522n_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230522n_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230522n_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230522n_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1133,S230522n,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.446,,,"{'moll': {'file': 'S230522n_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230522n_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230522n_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230522n_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230522n_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230522n_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230522n_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230522n_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1134,S230522n,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230522n_8192.png,Skymap (no annotations),skymap-plain,,2023-05-23T13:46:12.767,,,,,data/gravoscope/S230522n_8192.png,skymap-base-url
1135,S230522n,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230522n_8192_eq.png,"Skymap (Equatorial, no annotations)",skymaps-plain,,2023-05-23T13:46:24.456,,,,,data/gravoscope/S230522n_8192_eq.png,skymap-base-url
1136,S230522n,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230522n_4096_eq.png,"Skymap 4096px (Equatorial, no annotations)",skymap-plain,,2023-05-23T13:46:29.159,,,,,data/gravoscope/S230522n_4096_eq.png,skymap-base-url
1137,S230522n,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.449,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'S230522n_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'S230522n_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'S230522n_4096_eq.png'}}",,,
1138,S230524b,https://gracedb.ligo.org/api/superevents/S230524b/,GraceDB data,open-data,,,,,,,,
1139,S230524b,"https://gracedb.ligo.org/api/superevents/S230524b/files/bayestar.multiorder.fits,1",Sky Map,skymap-fits,,,,,,,,
1140,S230524b,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230524b_bayestar.multiorder.fits,1",Sky Map (local mirror),skymap-fits-local,,,,,,,,
1141,S230524b,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/S230524b-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-24T07:42:33.937,,,,,,
1142,S230524b,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.471,,,"{'moll': {'file': 'S230524b_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230524b_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230524b_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230524b_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230524b_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230524b_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230524b_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230524b_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1143,S230524b,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.471,,,"{'moll': {'file': 'S230524b_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230524b_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230524b_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230524b_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230524b_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230524b_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230524b_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230524b_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1144,S230524b,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230524b_8192.png,Skymap (no annotations),skymap-plain,,2023-05-24T12:27:00.166,,,,,data/gravoscope/S230524b_8192.png,skymap-base-url
1145,S230524b,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230524b_8192_eq.png,"Skymap (Equatorial, no annotations)",skymaps-plain,,2023-05-24T12:27:19.740,,,,,data/gravoscope/S230524b_8192_eq.png,skymap-base-url
1146,S230524b,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230524b_4096_eq.png,"Skymap 4096px (Equatorial, no annotations)",skymap-plain,,2023-05-24T12:27:23.830,,,,,data/gravoscope/S230524b_4096_eq.png,skymap-base-url
1147,S230524b,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.474,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'S230524b_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'S230524b_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'S230524b_4096_eq.png'}}",,,
1148,S230525a,https://gracedb.ligo.org/api/superevents/S230525a/,GraceDB data,open-data,,,,,,,,
1149,S230525a,"https://gracedb.ligo.org/api/superevents/S230525a/files/bayestar.multiorder.fits,1",Sky Map,skymap-fits,,,,,,,,
1150,S230525a,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230525a_bayestar.multiorder.fits,1",Sky Map (local mirror),skymap-fits-local,,,,,,,,
1151,S230525a,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/S230525a-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-25T03:42:20.435,,,,,,
1152,S230525a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.488,,,"{'moll': {'file': 'S230525a_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230525a_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230525a_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230525a_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230525a_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230525a_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230525a_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230525a_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1153,S230525a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.488,,,"{'moll': {'file': 'S230525a_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230525a_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230525a_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230525a_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230525a_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230525a_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230525a_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230525a_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1154,S230525a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230525a_8192.png,Skymap (no annotations),skymap-plain,,2023-05-25T06:27:44.390,,,,,data/gravoscope/S230525a_8192.png,skymap-base-url
1155,S230525a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230525a_8192_eq.png,"Skymap (Equatorial, no annotations)",skymaps-plain,,2023-05-25T06:28:05.713,,,,,data/gravoscope/S230525a_8192_eq.png,skymap-base-url
1156,S230525a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230525a_4096_eq.png,"Skymap 4096px (Equatorial, no annotations)",skymap-plain,,2023-05-25T06:28:10.721,,,,,data/gravoscope/S230525a_4096_eq.png,skymap-base-url
1157,S230525a,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.491,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'S230525a_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'S230525a_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'S230525a_4096_eq.png'}}",,,
1158,S230527ch,https://gracedb.ligo.org/api/superevents/S230527ch/,GraceDB data,open-data,,,,,,,,
1159,S230527ch,"https://gracedb.ligo.org/api/superevents/S230527ch/files/cwb.multiorder.fits,1",Sky Map,skymap-fits,,,,,,,,
1160,S230527ch,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230527ch_cwb.multiorder.fits,1",Sky Map (local mirror),skymap-fits-local,,,,,,,,
