Ref,event,url,text,type,filetype,created,offset,tmerge,files,src,file,url-loc
981,GW200308_173609,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.267,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW200308_173609_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW200308_173609_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW200308_173609_4096_eq.png'}}",,,
982,GW200308_173609,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.266,,,"{'moll': {'file': 'GW200308_173609_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW200308_173609_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW200308_173609_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW200308_173609_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW200308_173609_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW200308_173609_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW200308_173609_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW200308_173609_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
983,GW200308_173609,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC3p0-v1-GW200308_173609_PEDataRelease_cosmo_reweight_C01:Mixed.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
984,GW200308_173609,https://gwosc.org/eventapi/json/GWTC-3-confident/GW200308_173609/v1,JSON file,json-url,,,,,,,,
985,GW200308_173609,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW200308_173609-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T14:41:26.646,,,,,,
986,GW200311_115853,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200311_115853/v1,JSON file,json-url,,,,,,,,
987,GW200311_115853,https://gwosc.org/eventapi/html/GWTC-3-confident/GW200311_115853/v1,GWTC link,open-data,,,,,,,,
988,GW200311_115853,https://zenodo.org/api/files/d7a70f99-e16a-48a2-ae27-0b1968b0840c/IGWN-GWTC3p0-v1-GW200311_115853_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
989,GW200311_115853,https://zenodo.org/record/5546663/files/skymaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
990,GW200311_115853,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW200311_115853_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:15:03.798,-0.32636,0.0,,,,
991,GW200311_115853,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.269,,,"{'moll': {'file': 'GW200311_115853_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW200311_115853_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW200311_115853_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW200311_115853_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW200311_115853_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW200311_115853_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW200311_115853_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW200311_115853_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
992,GW200311_115853,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.270,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW200311_115853_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW200311_115853_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW200311_115853_4096_eq.png'}}",,,
993,GW200311_115853,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.269,,,"{'moll': {'file': 'GW200311_115853_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW200311_115853_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW200311_115853_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW200311_115853_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW200311_115853_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW200311_115853_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW200311_115853_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW200311_115853_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
994,GW200311_115853,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC3p0-v1-GW200311_115853_PEDataRelease_cosmo_reweight_C01:Mixed.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
995,GW200311_115853,https://gwosc.org/eventapi/json/GWTC-3-confident/GW200311_115853/v1,JSON file,json-url,,,,,,,,
996,GW200311_115853,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW200311_115853-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T14:45:10.014,,,,,,
997,GW200316_215756,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200316_215756/v1,JSON file,json-url,,,,,,,,
998,GW200316_215756,https://gwosc.org/eventapi/html/GWTC-3-confident/GW200316_215756/v1,GWTC link,open-data,,,,,,,,
999,GW200316_215756,https://zenodo.org/api/files/d7a70f99-e16a-48a2-ae27-0b1968b0840c/IGWN-GWTC3p0-v1-GW200316_215756_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
1000,GW200316_215756,https://zenodo.org/record/5546663/files/skymaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
1001,GW200316_215756,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW200316_215756_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:15:05.660,-1.97607,0.0,,,,
1002,GW200316_215756,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.272,,,"{'moll': {'file': 'GW200316_215756_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW200316_215756_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW200316_215756_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW200316_215756_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW200316_215756_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW200316_215756_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW200316_215756_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW200316_215756_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1003,GW200316_215756,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.273,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW200316_215756_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW200316_215756_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW200316_215756_4096_eq.png'}}",,,
1004,GW200316_215756,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.272,,,"{'moll': {'file': 'GW200316_215756_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW200316_215756_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW200316_215756_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW200316_215756_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW200316_215756_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW200316_215756_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW200316_215756_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW200316_215756_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1005,GW200316_215756,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC3p0-v1-GW200316_215756_PEDataRelease_cosmo_reweight_C01:Mixed.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
1006,GW200316_215756,https://gwosc.org/eventapi/json/GWTC-3-confident/GW200316_215756/v1,JSON file,json-url,,,,,,,,
1007,GW200316_215756,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW200316_215756-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T14:48:52.648,,,,,,
1008,GW200322_091133,https://www.gw-openscience.org/eventapi/json/GWTC-3-confident/GW200322_091133/v1,JSON file,json-url,,,,,,,,
1009,GW200322_091133,https://gwosc.org/eventapi/html/GWTC-3-confident/GW200322_091133/v1,GWTC link,open-data,,,,,,,,
1010,GW200322_091133,https://zenodo.org/api/files/d7a70f99-e16a-48a2-ae27-0b1968b0840c/IGWN-GWTC3p0-v1-GW200322_091133_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
1011,GW200322_091133,https://zenodo.org/record/5546663/files/skymaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
1012,GW200322_091133,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW200322_091133_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:15:06.686,-0.77741,0.0,,,,
1013,GW200322_091133,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.275,,,"{'moll': {'file': 'GW200322_091133_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW200322_091133_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW200322_091133_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW200322_091133_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW200322_091133_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW200322_091133_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW200322_091133_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW200322_091133_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1014,GW200322_091133,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.277,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW200322_091133_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW200322_091133_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW200322_091133_4096_eq.png'}}",,,
1015,GW200322_091133,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.276,,,"{'moll': {'file': 'GW200322_091133_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW200322_091133_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW200322_091133_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW200322_091133_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW200322_091133_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW200322_091133_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW200322_091133_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW200322_091133_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1016,GW200322_091133,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/IGWN-GWTC3p0-v1-GW200322_091133_PEDataRelease_cosmo_reweight_C01:Mixed.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
1017,GW200322_091133,https://gwosc.org/eventapi/json/GWTC-3-confident/GW200322_091133/v1,JSON file,json-url,,,,,,,,
1018,GW200322_091133,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW200322_091133-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T14:52:41.542,,,,,,
1019,GW191118_212859,https://www.gw-openscience.org/eventapi/json/GWTC-3-marginal/GW191118_212859/v1,JSON file,json-url,,,,,,,,
1020,GW191118_212859,https://gwosc.org/eventapi/html/GWTC-3-marginal/GW191118_212859/v1,GWTC link,open-data,,,,,,,,
1021,GW191118_212859,https://gwosc.org/eventapi/json/GWTC-3-marginal/GW191118_212859/v1,JSON file,json-url,,,,,,,,
1022,200121_031748,https://www.gw-openscience.org/eventapi/json/GWTC-3-marginal/200121_031748/v1,JSON file,json-url,,,,,,,,
1023,200121_031748,https://gwosc.org/eventapi/html/GWTC-3-marginal/200121_031748/v1,GWTC link,open-data,,,,,,,,
1024,200121_031748,https://gwosc.org/eventapi/json/GWTC-3-marginal/200121_031748/v1,JSON file,json-url,,,,,,,,
1025,GW200201_203549,https://www.gw-openscience.org/eventapi/json/GWTC-3-marginal/GW200201_203549/v1,JSON file,json-url,,,,,,,,
1026,GW200201_203549,https://gwosc.org/eventapi/html/GWTC-3-marginal/GW200201_203549/v1,GWTC link,open-data,,,,,,,,
1027,GW200201_203549,https://gwosc.org/eventapi/json/GWTC-3-marginal/GW200201_203549/v1,JSON file,json-url,,,,,,,,
1028,200214_224526,https://www.gw-openscience.org/eventapi/json/GWTC-3-marginal/200214_224526/v2,JSON file,json-url,,,,,,,,
1029,200214_224526,https://gwosc.org/eventapi/html/GWTC-3-marginal/200214_224526/v2,GWTC link,open-data,,,,,,,,
1030,200214_224526,https://gwosc.org/eventapi/json/GWTC-3-marginal/200214_224526/v2,JSON file,json-url,,,,,,,,
1031,200219_201407,https://www.gw-openscience.org/eventapi/json/GWTC-3-marginal/200219_201407/v1,JSON file,json-url,,,,,,,,
1032,200219_201407,https://gwosc.org/eventapi/html/GWTC-3-marginal/200219_201407/v1,GWTC link,open-data,,,,,,,,
1033,200219_201407,https://gwosc.org/eventapi/json/GWTC-3-marginal/200219_201407/v1,JSON file,json-url,,,,,,,,
1034,GW200311_103121,https://www.gw-openscience.org/eventapi/json/GWTC-3-marginal/GW200311_103121/v1,JSON file,json-url,,,,,,,,
1035,GW200311_103121,https://gwosc.org/eventapi/html/GWTC-3-marginal/GW200311_103121/v1,GWTC link,open-data,,,,,,,,
1036,GW200311_103121,https://gwosc.org/eventapi/json/GWTC-3-marginal/GW200311_103121/v1,JSON file,json-url,,,,,,,,
1037,GW190531_023648,https://www.gw-openscience.org/eventapi/json/GWTC-2.1-marginal/GW190531_023648/v1,JSON file,json-url,,,,,,,,
1038,GW190531_023648,https://gwosc.org/eventapi/html/GWTC-2.1-marginal/GW190531_023648/v1,GWTC link,open-data,,,,,,,,
1039,GW190531_023648,https://gwosc.org/eventapi/json/GWTC-2.1-marginal/GW190531_023648/v1,JSON file,json-url,,,,,,,,
1040,151008,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/151008/v1,JSON file,json-url,,,,,,,,
1041,151008,https://gwosc.org/eventapi/html/GWTC-1-marginal/151008/v1,GWTC link,open-data,,,,,,,,
1042,151008,https://gwosc.org/eventapi/json/GWTC-1-marginal/151008/v1,JSON file,json-url,,,,,,,,
1043,151012.2,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/151012.2/v1,JSON file,json-url,,,,,,,,
1044,151012.2,https://gwosc.org/eventapi/html/GWTC-1-marginal/151012.2/v1,GWTC link,open-data,,,,,,,,
1045,151012.2,https://gwosc.org/eventapi/json/GWTC-1-marginal/151012.2/v1,JSON file,json-url,,,,,,,,
1046,151116,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/151116/v1,JSON file,json-url,,,,,,,,
1047,151116,https://gwosc.org/eventapi/html/GWTC-1-marginal/151116/v1,GWTC link,open-data,,,,,,,,
1048,151116,https://gwosc.org/eventapi/json/GWTC-1-marginal/151116/v1,JSON file,json-url,,,,,,,,
1049,161202,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/161202/v1,JSON file,json-url,,,,,,,,
1050,161202,https://gwosc.org/eventapi/html/GWTC-1-marginal/161202/v1,GWTC link,open-data,,,,,,,,
1051,161202,https://gwosc.org/eventapi/json/GWTC-1-marginal/161202/v1,JSON file,json-url,,,,,,,,
1052,161217,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/161217/v1,JSON file,json-url,,,,,,,,
1053,161217,https://gwosc.org/eventapi/html/GWTC-1-marginal/161217/v1,GWTC link,open-data,,,,,,,,
1054,161217,https://gwosc.org/eventapi/json/GWTC-1-marginal/161217/v1,JSON file,json-url,,,,,,,,
1055,170208,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170208/v1,JSON file,json-url,,,,,,,,
1056,170208,https://gwosc.org/eventapi/html/GWTC-1-marginal/170208/v1,GWTC link,open-data,,,,,,,,
1057,170208,https://gwosc.org/eventapi/json/GWTC-1-marginal/170208/v1,JSON file,json-url,,,,,,,,
1058,170219,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170219/v1,JSON file,json-url,,,,,,,,
1059,170219,https://gwosc.org/eventapi/html/GWTC-1-marginal/170219/v1,GWTC link,open-data,,,,,,,,
1060,170219,https://gwosc.org/eventapi/json/GWTC-1-marginal/170219/v1,JSON file,json-url,,,,,,,,
1061,170405,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170405/v1,JSON file,json-url,,,,,,,,
1062,170405,https://gwosc.org/eventapi/html/GWTC-1-marginal/170405/v1,GWTC link,open-data,,,,,,,,
1063,170405,https://gwosc.org/eventapi/json/GWTC-1-marginal/170405/v1,JSON file,json-url,,,,,,,,
1064,170412,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170412/v1,JSON file,json-url,,,,,,,,
1065,170412,https://gwosc.org/eventapi/html/GWTC-1-marginal/170412/v1,GWTC link,open-data,,,,,,,,
1066,170412,https://gwosc.org/eventapi/json/GWTC-1-marginal/170412/v1,JSON file,json-url,,,,,,,,
1067,170423,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170423/v1,JSON file,json-url,,,,,,,,
1068,170423,https://gwosc.org/eventapi/html/GWTC-1-marginal/170423/v1,GWTC link,open-data,,,,,,,,
1069,170423,https://gwosc.org/eventapi/json/GWTC-1-marginal/170423/v1,JSON file,json-url,,,,,,,,
1070,170616,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170616/v1,JSON file,json-url,,,,,,,,
1071,170616,https://gwosc.org/eventapi/html/GWTC-1-marginal/170616/v1,GWTC link,open-data,,,,,,,,
1072,170616,https://gwosc.org/eventapi/json/GWTC-1-marginal/170616/v1,JSON file,json-url,,,,,,,,
1073,170630,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170630/v1,JSON file,json-url,,,,,,,,
1074,170630,https://gwosc.org/eventapi/html/GWTC-1-marginal/170630/v1,GWTC link,open-data,,,,,,,,
1075,170630,https://gwosc.org/eventapi/json/GWTC-1-marginal/170630/v1,JSON file,json-url,,,,,,,,
1076,170705,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170705/v1,JSON file,json-url,,,,,,,,
1077,170705,https://gwosc.org/eventapi/html/GWTC-1-marginal/170705/v1,GWTC link,open-data,,,,,,,,
1078,170705,https://gwosc.org/eventapi/json/GWTC-1-marginal/170705/v1,JSON file,json-url,,,,,,,,
1079,170720,https://www.gw-openscience.org/eventapi/json/GWTC-1-marginal/170720/v1,JSON file,json-url,,,,,,,,
1080,170720,https://gwosc.org/eventapi/html/GWTC-1-marginal/170720/v1,GWTC link,open-data,,,,,,,,
1081,170720,https://gwosc.org/eventapi/json/GWTC-1-marginal/170720/v1,JSON file,json-url,,,,,,,,
1082,S230518h,https://gracedb.ligo.org/api/superevents/S230518h/,GraceDB data,open-data,,,,,,,,
1083,S230518h,"https://gracedb.ligo.org/api/superevents/S230518h/files/Bilby.offline0.multiorder.fits,0",Sky Map,skymap-fits,,,,,,,,
1084,S230518h,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230518h_Bilby.offline0.multiorder.fits,0",Sky Map (local mirror),skymap-fits-local,,,,,,,,
1085,S230518h,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.280,,,"{'moll': {'file': 'S230518h_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230518h_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230518h_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230518h_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230518h_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230518h_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230518h_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230518h_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1086,S230518h,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.281,,,"{'moll': {'file': 'S230518h_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'S230518h_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'S230518h_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'S230518h_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'S230518h_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'S230518h_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'S230518h_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'S230518h_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
1087,S230518h,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230518h_8192_eq.png,"Skymap (Equatorial, no annotations)",skymaps-plain,,2023-05-26T23:39:45.476,,,,,data/gravoscope/S230518h_8192_eq.png,skymap-base-url
1088,S230518h,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230518h_4096_eq.png,"Skymap 4096px (Equatorial, no annotations)",skymap-plain,,2023-05-26T23:39:50.363,,,,,data/gravoscope/S230518h_4096_eq.png,skymap-base-url
1089,S230518h,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.283,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'S230518h_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'S230518h_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'S230518h_4096_eq.png'}}",,,
1090,S230518h,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/S230518h_8192.png,Skymap (no annotations),skymap-plain,,2023-05-26T23:39:23.689,,,,,data/gravoscope/S230518h_8192.png,skymap-base-url
1091,S230518h,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/S230518h-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-26T23:43:59.388,,,,,,
1092,S230518h,https://gracedb.ligo.org/api/superevents/S230518h/,GraceDB data,open-data,,,,,,,,
1093,GW200105_162426,https://gwosc.org/eventapi/json/GWTC-3-marginal/GW200105_162426/v2,JSON file,json-url,,,,,,,,
1094,GW200105_162426,https://gwosc.org/eventapi/html/GWTC-3-marginal/GW200105_162426/v2,GWTC link,open-data,,,,,,,,
1095,GW200105_162426,https://zenodo.org/record/5546663/files/IGWN-GWTC3p0-v1-GW200105_162426_PEDataRelease_mixed_nocosmo.h5,Data file,data-file,h5,,,,,zenodo,,
1096,GW200105_162426,https://gwosc.org/eventapi/json/GWTC-3-marginal/GW200105_162426/v2,JSON file,json-url,,,,,,,,
1097,S230520ae,https://gracedb.ligo.org/api/superevents/S230520ae/,GraceDB data,open-data,,,,,,,,
1098,S230520ae,"https://gracedb.ligo.org/api/superevents/S230520ae/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,,,,,
1099,S230520ae,"https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/S230520ae_Bilby.multiorder.fits,0",Sky Map (local mirror),skymap-fits-local,,,,,,,,
1100,S230520ae,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/S230520ae-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-26T23:47:48.081,,,,,,
